,0,1,,
0,73.829994,18.593228,,data-set of pune nashik highway
1,73.829681,18.593906,,
2,73.828719,18.595994,,
3,73.828663,18.596119,,
4,73.828538,18.596385,,
5,73.826583,18.600729,,
6,73.826004,18.601921,,
7,73.825737,18.602388,,
8,73.825438,18.60291,,
9,73.825388,18.602998,,
10,73.825186,18.603253,,
11,73.825012,18.603475,,
12,73.823967,18.60474,,
13,73.82377,18.604978,,
14,73.823491,18.605291,,
15,73.822235,18.60678,,
16,73.822072,18.606949,,
17,73.822166,18.607246,,
18,73.822235,18.607464,,
19,73.822605,18.608538,,
20,73.823483,18.611205,,
21,73.823782,18.611873,,
22,73.82436,18.613649,,
23,73.824859,18.615132,,
24,73.82544,18.61686,,
25,73.825523,18.617061,,
26,73.825658,18.617305,,
27,73.825824,18.617521,,
28,73.826077,18.617768,,
29,73.826333,18.617934,,
30,73.826637,18.618093,,
31,73.828713,18.618927,,
32,73.829203,18.619032,,
33,73.82948,18.619064,,
34,73.830016,18.619091,,
35,73.830146,18.619083,,
36,73.830349,18.61907,,
37,73.837544,18.618164,,
38,73.837874,18.618105,,
39,73.838131,18.618034,,
40,73.838478,18.617906,,
41,73.841429,18.616604,,
42,73.841732,18.61651,,
43,73.841908,18.616455,,
44,73.842719,18.616284,,
45,73.845118,18.615812,,
46,73.845311,18.615773,,
47,73.845543,18.61573,,
48,73.845955,18.615698,,
49,73.846604,18.615712,,
50,73.846969,18.615753,,
51,73.847547,18.615892,,
52,73.847882,18.616014,,
53,73.848432,18.616235,,
54,73.848742,18.61638,,
55,73.849027,18.616579,,
56,73.849178,18.616735,,
57,73.849356,18.616961,,
58,73.849509,18.617187,,
59,73.849651,18.617478,,
60,73.850239,18.618941,,
61,73.850374,18.619367,,
62,73.850647,18.620391,,
63,73.851026,18.621696,,
64,73.851113,18.622096,,
65,73.851377,18.623799,,
66,73.851463,18.624259,,
67,73.85155,18.624551,,
68,73.852164,18.626278,,
69,73.85222,18.626702,,
70,73.852188,18.62738,,
71,73.852027,18.628002,,
72,73.851947,18.62818,,
73,73.851755,18.628567,,
74,73.851115,18.629479,,
75,73.850849,18.629852,,
76,73.850749,18.629992,,
77,73.85062,18.630216,,
78,73.850528,18.630399,,
79,73.850515,18.630433,,
80,73.850431,18.630643,,
81,73.850356,18.630886,,
82,73.850331,18.630984,,
83,73.850271,18.631217,,
84,73.850108,18.631847,,
85,73.849913,18.6326,,
86,73.849895,18.632671,,
87,73.849679,18.634013,,
88,73.849668,18.634251,,
89,73.849699,18.634684,,
90,73.849726,18.634867,,
91,73.849745,18.63499,,
92,73.849886,18.635898,,
93,73.849905,18.636163,,
94,73.849874,18.637622,,
95,73.849889,18.637814,,
96,73.849932,18.638097,,
97,73.849949,18.638205,,
98,73.85004,18.6387,,
99,73.850614,18.641722,,
100,73.850632,18.641818,,
101,73.850665,18.642074,,
102,73.850672,18.642334,,
103,73.850668,18.642429,,
104,73.850662,18.64259,,
105,73.850638,18.642801,,
106,73.850521,18.643556,,
107,73.850393,18.644389,,
108,73.850294,18.64503,,
109,73.850267,18.64533,,
110,73.850265,18.645548,,
111,73.850287,18.645813,,
112,73.85033,18.646083,,
113,73.85055,18.647162,,
114,73.850561,18.647219,,
115,73.850585,18.647345,,
116,73.850609,18.647488,,
117,73.850628,18.647629,,
118,73.850636,18.64778,,
119,73.850651,18.648115,,
120,73.850626,18.64866,,
121,73.850539,18.649229,,
122,73.850486,18.649454,,
123,73.850238,18.650196,,
124,73.849798,18.651722,,
125,73.849459,18.652525,,
126,73.849312,18.652992,,
127,73.848927,18.6544,,
128,73.848841,18.6549,,
129,73.848821,18.6552,,
130,73.848823,18.655398,,
131,73.848827,18.655507,,
132,73.849068,18.657263,,
133,73.849081,18.657467,,
134,73.849067,18.657756,,
135,73.849039,18.657946,,
136,73.848939,18.658293,,
137,73.848649,18.658968,,
138,73.848536,18.659239,,
139,73.848457,18.659428,,
140,73.848373,18.659757,,
141,73.848346,18.659978,,
142,73.848337,18.660205,,
143,73.848346,18.660431,,
144,73.848465,18.661476,,
145,73.848481,18.661607,,
146,73.848524,18.661965,,
147,73.848763,18.663375,,
148,73.848778,18.663801,,
149,73.84864,18.666083,,
150,73.848657,18.666404,,
151,73.84876,18.667196,,
152,73.848782,18.667476,,
153,73.848832,18.668544,,
154,73.848771,18.669025,,
155,73.848635,18.669431,,
156,73.848573,18.669584,,
157,73.848465,18.669854,,
158,73.848391,18.670064,,
159,73.848365,18.670176,,
160,73.848312,18.670408,,
161,73.848294,18.670624,,
162,73.848295,18.670912,,
163,73.848419,18.67225,,
164,73.848499,18.672654,,
165,73.849283,18.67537,,
166,73.849574,18.67638,,
167,73.84968,18.676745,,
168,73.849713,18.676913,,
169,73.849727,18.676984,,
170,73.849741,18.677181,,
171,73.849761,18.677793,,
172,73.849751,18.678021,,
173,73.849688,18.678314,,
174,73.849603,18.678524,,
175,73.84917,18.679299,,
176,73.849105,18.67942,,
177,73.848896,18.67979,,
178,73.848555,18.680399,,
179,73.848384,18.680706,,
180,73.848285,18.680883,,
181,73.848181,18.681077,,
182,73.847935,18.681536,,
183,73.847452,18.682503,,
184,73.847389,18.682643,,
185,73.847087,18.683426,,
186,73.846858,18.68457,,
187,73.846824,18.684749,,
188,73.846756,18.685229,,
189,73.846619,18.686532,,
190,73.846593,18.686764,,
191,73.846551,18.687137,,
192,73.846497,18.687614,,
193,73.846455,18.687984,,
194,73.846397,18.688384,,
195,73.846205,18.690087,,
196,73.846184,18.690476,,
197,73.84611,18.691173,,
198,73.846141,18.691573,,
199,73.846242,18.691989,,
200,73.846384,18.692334,,
201,73.847151,18.693631,,
202,73.847244,18.693822,,
203,73.847391,18.69421,,
204,73.84744,18.694398,,
205,73.847488,18.694685,,
206,73.847646,18.69663,,
207,73.847763,18.698057,,
208,73.848035,18.701393,,
209,73.848038,18.701642,,
210,73.848008,18.701954,,
211,73.847829,18.702859,,
212,73.847801,18.703062,,
213,73.847786,18.703343,,
214,73.847793,18.703638,,
215,73.848528,18.710228,,
216,73.848546,18.710493,,
217,73.848549,18.71054,,
218,73.848546,18.710822,,
219,73.848515,18.71109,,
220,73.848232,18.712399,,
221,73.848171,18.712847,,
222,73.848168,18.713076,,
223,73.848235,18.714598,,
224,73.848264,18.714845,,
225,73.848334,18.715195,,
226,73.848354,18.7153,,
227,73.848506,18.715756,,
228,73.848654,18.716095,,
229,73.849543,18.717622,,
230,73.851144,18.721041,,
231,73.851304,18.721385,,
232,73.851492,18.72174,,
233,73.85171,18.722097,,
234,73.852335,18.723028,,
235,73.852586,18.723401,,
236,73.852759,18.723658,,
237,73.852999,18.724014,,
238,73.853143,18.724308,,
239,73.853314,18.724698,,
240,73.853569,18.725282,,
241,73.854001,18.726267,,
242,73.854019,18.726308,,
243,73.854208,18.726766,,
244,73.854235,18.726831,,
245,73.854375,18.727161,,
246,73.854541,18.727552,,
247,73.854992,18.728693,,
248,73.855043,18.728797,,
249,73.855611,18.730078,,
250,73.855977,18.730898,,
251,73.856015,18.730992,,
252,73.856155,18.731335,,
253,73.856328,18.731879,,
254,73.856976,18.733922,,
255,73.857043,18.734211,,
256,73.85728,18.735501,,
257,73.857388,18.736092,,
258,73.857613,18.737316,,
259,73.857674,18.737552,,
260,73.85768,18.737576,,
261,73.857834,18.737984,,
262,73.858593,18.73936,,
263,73.858744,18.73969,,
264,73.858851,18.739995,,
265,73.858924,18.740329,,
266,73.859088,18.741561,,
267,73.859837,18.7479,,
268,73.859935,18.749746,,
269,73.859964,18.749959,,
270,73.860041,18.75053,,
271,73.860056,18.750664,,
272,73.860045,18.750924,,
273,73.860003,18.751235,,
274,73.859943,18.751508,,
275,73.859922,18.75164,,
276,73.859347,18.753939,,
277,73.859048,18.755155,,
278,73.858993,18.755358,,
279,73.85897,18.755531,,
280,73.858495,18.757582,,
281,73.858444,18.757901,,
282,73.858416,18.758275,,
283,73.85842,18.75856,,
284,73.858455,18.758849,,
285,73.858522,18.759142,,
286,73.858622,18.759453,,
287,73.85868,18.7596,,
288,73.858843,18.759921,,
289,73.859079,18.760285,,
290,73.859327,18.760627,,
291,73.861233,18.76311,,
292,73.861292,18.763192,,
293,73.861399,18.76335,,
294,73.862023,18.764374,,
295,73.862251,18.764763,,
296,73.862446,18.765097,,
297,73.862615,18.765371,,
298,73.862824,18.765645,,
299,73.863006,18.76585,,
300,73.863233,18.766056,,
301,73.865261,18.767539,,
302,73.865743,18.767906,,
303,73.865883,18.768028,,
304,73.866067,18.768209,,
305,73.866325,18.768547,,
306,73.867074,18.769776,,
307,73.869658,18.774638,,
308,73.86997,18.775338,,
309,73.87056,18.777034,,
310,73.870637,18.777303,,
311,73.870691,18.777492,,
312,73.870785,18.77778,,
313,73.870867,18.777977,,
314,73.870985,18.778196,,
315,73.871279,18.778656,,
316,73.871978,18.779962,,
317,73.87207,18.780187,,
318,73.872158,18.780474,,
319,73.872223,18.780764,,
320,73.872536,18.782363,,
321,73.872542,18.782418,,
322,73.872571,18.782662,,
323,73.872576,18.782927,,
324,73.872525,18.783374,,
325,73.872459,18.783624,,
326,73.872358,18.783911,,
327,73.872226,18.78415,,
328,73.872212,18.784177,,
329,73.872087,18.784362,,
330,73.870963,18.785779,,
331,73.869481,18.787897,,
332,73.869266,18.788175,,
333,73.868545,18.789029,,
334,73.868317,18.789321,,
335,73.868157,18.7896,,
336,73.868039,18.789905,,
337,73.867829,18.79064,,
338,73.867724,18.791011,,
339,73.867405,18.792127,,
340,73.867352,18.792418,,
341,73.867343,18.792881,,
342,73.867392,18.793165,,
343,73.867455,18.793348,,
344,73.867501,18.793479,,
345,73.867652,18.793826,,
346,73.867743,18.794021,,
347,73.868388,18.795282,,
348,73.868566,18.79558,,
349,73.868604,18.795668,,
350,73.868697,18.795874,,
351,73.868755,18.796044,,
352,73.868818,18.796341,,
353,73.86894,18.797577,,
354,73.869013,18.797904,,
355,73.869107,18.798211,,
356,73.869678,18.799726,,
357,73.869784,18.799947,,
358,73.869927,18.800226,,
359,73.870193,18.800581,,
360,73.871584,18.802213,,
361,73.871748,18.802425,,
362,73.871939,18.802722,,
363,73.872005,18.802858,,
364,73.872098,18.803104,,
365,73.872772,18.80584,,
366,73.872918,18.80634,,
367,73.873297,18.807521,,
368,73.873316,18.807591,,
369,73.87341,18.80793,,
370,73.87378,18.809656,,
371,73.873943,18.810214,,
372,73.873984,18.810351,,
373,73.874006,18.810427,,
374,73.874154,18.811034,,
375,73.874158,18.811063,,
376,73.874176,18.81121,,
377,73.874206,18.811917,,
378,73.874185,18.812274,,
379,73.874146,18.812782,,
380,73.87408,18.813646,,
381,73.874079,18.814386,,
382,73.874103,18.814702,,
383,73.874166,18.815153,,
384,73.874387,18.816615,,
385,73.874814,18.819451,,
386,73.874845,18.819647,,
387,73.87553,18.823644,,
388,73.876698,18.828684,,
389,73.876718,18.82878,,
390,73.87679,18.829151,,
391,73.877087,18.831334,,
392,73.877197,18.831889,,
393,73.877386,18.832511,,
394,73.878147,18.83435,,
395,73.879695,18.837232,,
396,73.879799,18.837526,,
397,73.88013,18.83828,,
398,73.880418,18.838849,,
399,73.880499,18.839039,,
400,73.880718,18.839773,,
401,73.880938,18.840393,,
402,73.881129,18.841118,,
403,73.881208,18.841639,,
404,73.881313,18.842251,,
405,73.881401,18.84265,,
406,73.881731,18.843674,,
407,73.882149,18.844797,,
408,73.882591,18.845813,,
409,73.882722,18.84601,,
410,73.882871,18.846156,,
411,73.885164,18.848175,,
412,73.886711,18.849514,,
413,73.88684,18.84963,,
414,73.887101,18.849929,,
415,73.887137,18.849969,,
416,73.887341,18.850259,,
417,73.887497,18.850591,,
418,73.887633,18.85097,,
419,73.887707,18.851248,,
420,73.887734,18.851507,,
421,73.887742,18.853411,,
422,73.88774,18.853475,,
423,73.887716,18.853848,,
424,73.887673,18.85412,,
425,73.887541,18.854452,,
426,73.887499,18.854645,,
427,73.887508,18.855001,,
428,73.887576,18.855627,,
429,73.887664,18.856441,,
430,73.887749,18.856648,,
431,73.891814,18.862271,,
432,73.893442,18.86471,,
433,73.893526,18.864889,,
434,73.896075,18.868611,,
435,73.896427,18.869127,,
436,73.896759,18.869909,,
437,73.898122,18.873713,,
438,73.899108,18.876401,,
439,73.899444,18.877269,,
440,73.902011,18.882779,,
441,73.902364,18.883489,,
442,73.902657,18.884211,,
443,73.903074,18.885347,,
444,73.903231,18.885685,,
445,73.904202,18.887193,,
446,73.905009,18.88886,,
447,73.905238,18.88927,,
448,73.907269,18.891652,,
449,73.907414,18.891914,,
450,73.90745,18.892132,,
451,73.907432,18.89236,,
452,73.907368,18.892569,,
453,73.907207,18.892861,,
454,73.906754,18.893809,,
455,73.906481,18.894268,,
456,73.906455,18.894434,,
457,73.906475,18.894712,,
458,73.906432,18.894866,,
459,73.906308,18.894988,,
460,73.906117,18.895089,,
461,73.905658,18.895209,,
462,73.905464,18.895318,,
463,73.905338,18.89545,,
464,73.905261,18.895569,,
465,73.90519,18.895737,,
466,73.905167,18.895902,,
467,73.905215,18.896718,,
468,73.905281,18.897056,,
469,73.905342,18.897262,,
470,73.905461,18.89746,,
471,73.905868,18.897921,,
472,73.906034,18.898061,,
473,73.906212,18.89818,,
474,73.90649,18.898434,,
475,73.906687,18.898736,,
476,73.906764,18.898968,,
477,73.90675,18.899357,,
478,73.906773,18.899697,,
479,73.906842,18.900105,,
480,73.906845,18.900329,,
481,73.906795,18.900812,,
482,73.906837,18.90094,,
483,73.906929,18.901037,,
484,73.907104,18.901043,,
485,73.907463,18.900906,,
486,73.907677,18.900856,,
487,73.90791,18.900891,,
488,73.908455,18.901195,,
489,73.908555,18.90128,,
490,73.908626,18.901589,,
491,73.908696,18.901691,,
492,73.909503,18.902136,,
493,73.909658,18.902155,,
494,73.909783,18.902099,,
495,73.909836,18.902,,
496,73.909854,18.901862,,
497,73.909844,18.901341,,
498,73.909908,18.90056,,
499,73.909954,18.900338,,
500,73.910083,18.900093,,
501,73.910255,18.899937,,
502,73.910458,18.89986,,
503,73.910707,18.899822,,
504,73.910986,18.89986,,
505,73.912003,18.900101,,
506,73.91231,18.900224,,
507,73.912586,18.900401,,
508,73.912927,18.900643,,
509,73.913074,18.900831,,
510,73.913576,18.901508,,
511,73.913976,18.902002,,
512,73.914314,18.902451,,
513,73.914566,18.902868,,
514,73.91466,18.90308,,
515,73.914829,18.903597,,
516,73.915084,18.904878,,
517,73.915306,18.905718,,
518,73.915404,18.906061,,
519,73.915987,18.907855,,
520,73.916131,18.908347,,
521,73.91698,18.911496,,
522,73.9174,18.91264,,
523,73.917542,18.913013,,
524,73.917801,18.913668,,
525,73.918106,18.914438,,
526,73.918316,18.915046,,
527,73.918585,18.915856,,
528,73.918824,18.916735,,
529,73.919069,18.917948,,
530,73.919223,18.918609,,
531,73.919369,18.919131,,
532,73.919602,18.919846,,
533,73.919867,18.920536,,
534,73.920546,18.922207,,
535,73.920815,18.92283,,
536,73.920948,18.923085,,
537,73.921121,18.92336,,
538,73.921442,18.923795,,
539,73.921623,18.923979,,
540,73.921778,18.924146,,
541,73.922374,18.924657,,
542,73.926229,18.927792,,
543,73.926547,18.928068,,
544,73.926674,18.928169,,
545,73.926916,18.928354,,
546,73.927157,18.928549,,
547,73.927511,18.928869,,
548,73.927752,18.929129,,
549,73.928187,18.929684,,
550,73.928321,18.929877,,
551,73.929601,18.931915,,
552,73.929799,18.932144,,
553,73.929958,18.932372,,
554,73.930115,18.93254,,
555,73.930301,18.932725,,
556,73.93078,18.933166,,
557,73.934851,18.936192,,
558,73.935075,18.936377,,
559,73.935429,18.936703,,
560,73.935774,18.937034,,
561,73.936088,18.937365,,
562,73.936336,18.937652,,
563,73.936621,18.937998,,
564,73.938342,18.940076,,
565,73.938913,18.940677,,
566,73.940122,18.941663,,
567,73.940389,18.941908,,
568,73.940564,18.94212,,
569,73.940688,18.942319,,
570,73.940771,18.942472,,
571,73.940893,18.942768,,
572,73.940957,18.943077,,
573,73.94118,18.944447,,
574,73.941208,18.944696,,
575,73.941238,18.945052,,
576,73.941244,18.945658,,
577,73.941199,18.946313,,
578,73.941105,18.946949,,
579,73.940653,18.949392,,
580,73.940401,18.950533,,
581,73.939884,18.952626,,
582,73.939848,18.953134,,
583,73.939878,18.953694,,
584,73.939937,18.95399,,
585,73.939988,18.954163,,
586,73.940504,18.95542,,
587,73.940964,18.956644,,
588,73.941043,18.956882,,
589,73.941349,18.957988,,
590,73.941486,18.958709,,
591,73.941535,18.959652,,
592,73.941601,18.960143,,
593,73.941973,18.961807,,
594,73.942092,18.96219,,
595,73.94215,18.962344,,
596,73.942297,18.962637,,
597,73.944022,18.965707,,
598,73.944762,18.967065,,
599,73.944898,18.967401,,
600,73.945046,18.96791,,
601,73.945126,18.968407,,
602,73.945142,18.968682,,
603,73.945143,18.96889,,
604,73.945105,18.96926,,
605,73.945077,18.969524,,
606,73.945022,18.970124,,
607,73.945017,18.970535,,
608,73.94506,18.971097,,
609,73.945174,18.971855,,
610,73.945222,18.972018,,
611,73.94536,18.972546,,
612,73.945379,18.972619,,
613,73.945887,18.97488,,
614,73.94632,18.976526,,
615,73.946432,18.977122,,
616,73.946475,18.977614,,
617,73.946468,18.977867,,
618,73.946436,18.978459,,
619,73.946342,18.978928,,
620,73.946268,18.979211,,
621,73.946078,18.979792,,
622,73.945937,18.980142,,
623,73.945752,18.980732,,
624,73.945528,18.981361,,
625,73.945189,18.982212,,
626,73.944958,18.98292,,
627,73.944543,18.984035,,
628,73.944341,18.984602,,
629,73.944266,18.984781,,
630,73.944054,18.98542,,
631,73.942866,18.988754,,
632,73.942819,18.988914,,
633,73.942792,18.989008,,
634,73.94274,18.989214,,
635,73.942714,18.989327,,
636,73.94269,18.989567,,
637,73.942691,18.990017,,
638,73.942756,18.99033,,
639,73.942984,18.992447,,
640,73.94299,18.99255,,
641,73.943001,18.992728,,
642,73.943008,18.992909,,
643,73.943017,18.993273,,
644,73.943009,18.993438,,
645,73.942949,18.996743,,
646,73.942954,18.997042,,
647,73.94296,18.997497,,
648,73.942985,18.997705,,
649,73.943024,18.99791,,
650,73.943066,18.998105,,
651,73.943256,18.998596,,
652,73.944178,19.000243,,
653,73.944739,19.001244,,
654,73.94507,19.001819,,
655,73.945575,19.002665,,
656,73.94675,19.00471,,
657,73.947855,19.00666,,
658,73.947998,19.006948,,
659,73.948239,19.007709,,
660,73.948655,19.010074,,
661,73.948887,19.011084,,
662,73.949027,19.011816,,
663,73.949191,19.012668,,
664,73.949191,19.013387,,
665,73.948863,19.014885,,
666,73.94879,19.015217,,
667,73.948764,19.015614,,
668,73.948844,19.016927,,
669,73.948901,19.017324,,
670,73.948982,19.017571,,
671,73.949011,19.017658,,
672,73.950946,19.023527,,
673,73.951098,19.023963,,
674,73.954559,19.03384,,
675,73.954665,19.03421,,
676,73.95468,19.034461,,
677,73.954665,19.034635,,
678,73.954654,19.0348,,
679,73.954618,19.035328,,
680,73.954515,19.036842,,
681,73.954509,19.037123,,
682,73.954599,19.037676,,
683,73.954713,19.038155,,
684,73.955353,19.040063,,
685,73.955456,19.040293,,
686,73.95573,19.040851,,
687,73.956528,19.042073,,
688,73.956571,19.042146,,
689,73.956632,19.04233,,
690,73.95664,19.042421,,
691,73.956601,19.04264,,
692,73.956544,19.042776,,
693,73.956465,19.043014,,
694,73.956409,19.043163,,
695,73.956324,19.043454,,
696,73.956293,19.043593,,
697,73.956286,19.043681,,
698,73.956286,19.043841,,
699,73.956321,19.044038,,
700,73.956355,19.044249,,
701,73.956396,19.04452,,
702,73.956432,19.044841,,
703,73.956427,19.045067,,
704,73.956399,19.045149,,
705,73.956353,19.045214,,
706,73.956231,19.04529,,
707,73.956077,19.045409,,
708,73.956029,19.045446,,
709,73.955908,19.045569,,
710,73.955879,19.045599,,
711,73.955727,19.045834,,
712,73.955661,19.046027,,
713,73.955573,19.046408,,
714,73.955536,19.046648,,
715,73.955542,19.046857,,
716,73.955616,19.047332,,
717,73.955698,19.047865,,
718,73.955798,19.048393,,
719,73.956451,19.050402,,
720,73.956582,19.050742,,
721,73.956595,19.050775,,
722,73.956782,19.051318,,
723,73.957118,19.052418,,
724,73.957379,19.053658,,
725,73.957454,19.05396,,
726,73.957543,19.054227,,
727,73.958266,19.055959,,
728,73.958491,19.056538,,
729,73.95873,19.057286,,
730,73.959205,19.058563,,
731,73.959296,19.058874,,
732,73.959494,19.060083,,
733,73.95951,19.06035,,
734,73.960019,19.061801,,
735,73.960395,19.062899,,
736,73.960586,19.063455,,
737,73.961543,19.066288,,
738,73.96184,19.06726,,
739,73.962378,19.068907,,
740,73.962979,19.07074,,
741,73.963479,19.0723,,
742,73.964736,19.076278,,
743,73.965629,19.079054,,
744,73.965671,19.079186,,
745,73.966007,19.080234,,
746,73.966455,19.081627,,
747,73.966612,19.082085,,
748,73.966652,19.08218,,
749,73.966752,19.082496,,
750,73.967136,19.083703,,
751,73.967377,19.084461,,
752,73.967581,19.0851,,
753,73.968109,19.08695,,
754,73.968295,19.087599,,
755,73.968775,19.089302,,
756,73.969357,19.091524,,
757,73.969568,19.092012,,
758,73.969802,19.092521,,
759,73.969772,19.092983,,
760,73.970786,19.09695,,
761,73.970844,19.097321,,
762,73.970957,19.098579,,
763,73.970995,19.09883,,
764,73.971002,19.098895,,
765,73.971268,19.100917,,
766,73.971926,19.105907,,
767,73.97205,19.106791,,
768,73.972278,19.108529,,
769,73.972425,19.109599,,
770,73.972589,19.110826,,
771,73.972636,19.111201,,
772,73.972814,19.112599,,
773,73.972893,19.11315,,
774,73.972912,19.113696,,
775,73.972927,19.114109,,
776,73.972966,19.114338,,
777,73.973164,19.114905,,
778,73.973483,19.115858,,
779,73.973702,19.116539,,
780,73.973992,19.117454,,
781,73.974076,19.11779,,
782,73.974174,19.118221,,
783,73.974329,19.1189,,
784,73.974584,19.119816,,
785,73.974749,19.120299,,
786,73.974823,19.120514,,
787,73.974871,19.120643,,
788,73.975142,19.121361,,
789,73.975216,19.121556,,
790,73.975428,19.122162,,
791,73.975491,19.122302,,
792,73.975566,19.122399,,
793,73.975865,19.122608,,
794,73.977402,19.123467,,
795,73.979574,19.124694,,
796,73.979696,19.124762,,
797,73.982141,19.126132,,
798,73.98225,19.126193,,
799,73.9827,19.126445,,
800,73.983161,19.126703,,
801,73.983238,19.126746,,
802,73.984708,19.127576,,
803,73.984854,19.127656,,
804,73.985068,19.127774,,
805,73.985578,19.128055,,
806,73.986037,19.128308,,
807,73.987331,19.129008,,
808,73.987499,19.129085,,
809,73.988164,19.129314,,
810,73.989653,19.129804,,
811,73.990322,19.130024,,
812,73.992456,19.130737,,
813,73.992807,19.130937,,
814,73.994269,19.131435,,
815,73.995202,19.131722,,
816,73.99564,19.131861,,
817,73.996208,19.132042,,
818,73.998198,19.132647,,
819,73.999297,19.133053,,
820,74.004803,19.13525,,
821,74.005593,19.135506,,
822,74.006084,19.135643,,
823,74.006564,19.135776,,
824,74.008017,19.136185,,
825,74.008102,19.13621,,
826,74.00974,19.136674,,
827,74.010543,19.136894,,
828,74.011998,19.137335,,
829,74.015389,19.138271,,
830,74.016465,19.138565,,
831,74.016687,19.138626,,
832,74.018615,19.13915,,
833,74.019846,19.13953,,
834,74.020611,19.139933,,
835,74.021072,19.140257,,
836,74.022639,19.141484,,
837,74.023038,19.14176,,
838,74.024669,19.143028,,
839,74.025498,19.143673,,
840,74.027685,19.145327,,
841,74.028818,19.146206,,
842,74.030347,19.14732,,
843,74.030852,19.14771,,
844,74.031767,19.148379,,
845,74.031958,19.148519,,
846,74.035667,19.151224,,
847,74.038172,19.153082,,
848,74.038456,19.153303,,
849,74.039187,19.153872,,
850,74.04025,19.154741,,
851,74.04154,19.155696,,
852,74.042546,19.15636,,
853,74.042927,19.156585,,
854,74.043423,19.156832,,
855,74.044011,19.157077,,
856,74.046795,19.158131,,
857,74.047208,19.158292,,
858,74.048834,19.158926,,
859,74.049766,19.159277,,
860,74.052351,19.160251,,
861,74.052864,19.160447,,
862,74.054125,19.160928,,
863,74.055158,19.161285,,
864,74.055659,19.161412,,
865,74.05619,19.161493,,
866,74.056506,19.161528,,
867,74.056968,19.161545,,
868,74.05893,19.161547,,
869,74.059368,19.161599,,
870,74.059833,19.161727,,
871,74.06014,19.161829,,
872,74.060333,19.161893,,
873,74.061679,19.162348,,
874,74.062236,19.162543,,
875,74.062584,19.162606,,
876,74.062876,19.162678,,
877,74.063024,19.162741,,
878,74.063721,19.163085,,
879,74.06458,19.163553,,
880,74.065021,19.16368,,
881,74.065568,19.163784,,
882,74.065841,19.163883,,
883,74.06805,19.165366,,
884,74.068311,19.165573,,
885,74.069392,19.16646,,
886,74.069754,19.166685,,
887,74.07017,19.166909,,
888,74.071169,19.167392,,
889,74.071353,19.167509,,
890,74.071843,19.167918,,
891,74.075228,19.170743,,
892,74.079101,19.173881,,
893,74.079471,19.174115,,
894,74.079507,19.174134,,
